"Exness","Symbol","Timestamp","Bid","Ask"
"exness","BTCUSDm","2021-09-01 00:00:58.613Z",47041.65,47120.75
"exness","BTCUSDm","2021-09-01 00:00:59.264Z",47039.28,47115.81
"exness","BTCUSDm","2021-09-01 00:00:59.927Z",47025.11,47113.69
"exness","BTCUSDm","2021-09-01 00:01:00.628Z",47029.54,47104.78
"exness","BTCUSDm","2021-09-01 00:01:00.772Z",47031.81,47118.47
"exness","BTCUSDm","2021-09-01 00:01:02.027Z",47043.75,47121.89
"exness","BTCUSDm","2021-09-01 00:01:03.029Z",47048.07,47120.43
"exness","BTCUSDm","2021-09-01 00:01:04.069Z",47048.96,47117.31
"exness","BTCUSDm","2021-09-01 00:01:05.414Z",47045.63,47110.72
"exness","BTCUSDm","2021-09-01 00:01:06.059Z",47046.9,47115.59
"exness","BTCUSDm","2021-09-01 00:01:07.071Z",47049.23,47112.2
"exness","BTCUSDm","2021-09-01 00:01:08.071Z",47049.23,47110.14
"exness","BTCUSDm","2021-09-01 00:01:09.110Z",47049.09,47109.45
"exness","BTCUSDm","2021-09-01 00:01:10.131Z",47049.73,47111.67
"exness","BTCUSDm","2021-09-01 00:01:10.610Z",47038.02,47110.89
"exness","BTCUSDm","2021-09-01 00:01:11.276Z",47030.96,47110.12
"exness","BTCUSDm","2021-09-01 00:01:11.284Z",47011.6,47111.69
"exness","BTCUSDm","2021-09-01 00:01:12.555Z",47010.2,47099.63
"exness","BTCUSDm","2021-09-01 00:01:13.139Z",47023.71,47100.81
"exness","BTCUSDm","2021-09-01 00:01:13.509Z",47015.41,47094.9
"exness","BTCUSDm","2021-09-01 00:01:14.091Z",47014.76,47095.25
"exness","BTCUSDm","2021-09-01 00:01:15.108Z",47021.26,47093.68
"exness","BTCUSDm","2021-09-01 00:01:16.161Z",47019.89,47096.31
"exness","BTCUSDm","2021-09-01 00:01:16.191Z",47018.31,47114.82
"exness","BTCUSDm","2021-09-01 00:01:16.195Z",47018.52,47136.91
"exness","BTCUSDm","2021-09-01 00:01:16.791Z",47030.73,47133.79
"exness","BTCUSDm","2021-09-01 00:01:17.395Z",47038.84,47120.26
"exness","BTCUSDm","2021-09-01 00:01:18.357Z",47040.64,47112.65
"exness","BTCUSDm","2021-09-01 00:01:19.365Z",47038.2,47115.87
"exness","BTCUSDm","2021-09-01 00:01:19.599Z",47040.69,47130.46
"exness","BTCUSDm","2021-09-01 00:01:20.445Z",47039.8,47131.83
"exness","BTCUSDm","2021-09-01 00:01:21.050Z",47055.2,47128.94
"exness","BTCUSDm","2021-09-01 00:01:22.545Z",47049.06,47122.2
"exness","BTCUSDm","2021-09-01 00:01:23.575Z",47049.03,47118.21
"exness","BTCUSDm","2021-09-01 00:01:24.357Z",47046.92,47114.18
"exness","BTCUSDm","2021-09-01 00:01:25.371Z",47049.18,47111.32
"exness","BTCUSDm","2021-09-01 00:01:26.365Z",47051.39,47111.36
"exness","BTCUSDm","2021-09-01 00:01:26.896Z",47040.59,47110.53
"exness","BTCUSDm","2021-09-01 00:01:27.902Z",47039.53,47108.12
"exness","BTCUSDm","2021-09-01 00:01:28.546Z",47041.91,47119.54
"exness","BTCUSDm","2021-09-01 00:01:29.155Z",47044.57,47111.86
"exness","BTCUSDm","2021-09-01 00:01:30.174Z",47047.64,47107.86
"exness","BTCUSDm","2021-09-01 00:01:30.951Z",47048.23,47112.76
"exness","BTCUSDm","2021-09-01 00:01:31.968Z",47052.78,47112.45
"exness","BTCUSDm","2021-09-01 00:01:33.021Z",47052.51,47118.22
"exness","BTCUSDm","2021-09-01 00:01:33.542Z",47042.84,47121.22
"exness","BTCUSDm","2021-09-01 00:01:33.895Z",47033.47,47114.98
"exness","BTCUSDm","2021-09-01 00:01:34.911Z",47040.05,47110.42
"exness","BTCUSDm","2021-09-01 00:01:35.970Z",47043.31,47113.08
"exness","BTCUSDm","2021-09-01 00:01:36.348Z",47045.61,47125.04
"exness","BTCUSDm","2021-09-01 00:01:36.956Z",47049.01,47138.84
"exness","BTCUSDm","2021-09-01 00:01:37.793Z",47053.38,47128.78
"exness","BTCUSDm","2021-09-01 00:01:38.815Z",47055.18,47123.87
"exness","BTCUSDm","2021-09-01 00:01:39.533Z",47054.84,47118.86
"exness","BTCUSDm","2021-09-01 00:01:40.148Z",47048.05,47119.54
"exness","BTCUSDm","2021-09-01 00:01:40.975Z",47053.66,47128.4
"exness","BTCUSDm","2021-09-01 00:01:41.976Z",47055.06,47129.77
"exness","BTCUSDm","2021-09-01 00:01:43.007Z",47050.64,47126.85
"exness","BTCUSDm","2021-09-01 00:01:44.032Z",47047.81,47125.61
"exness","BTCUSDm","2021-09-01 00:01:44.930Z",47042.81,47122.77
"exness","BTCUSDm","2021-09-01 00:01:45.652Z",47038.55,47118.97
"exness","BTCUSDm","2021-09-01 00:01:46.264Z",47043.13,47122.37
"exness","BTCUSDm","2021-09-01 00:01:47.637Z",47049.03,47122.26
"exness","BTCUSDm","2021-09-01 00:01:48.657Z",47049.77,47118.44
"exness","BTCUSDm","2021-09-01 00:01:49.665Z",47048.84,47115.43
"exness","BTCUSDm","2021-09-01 00:01:50.753Z",47047.53,47115.72
"exness","BTCUSDm","2021-09-01 00:01:52.245Z",47050.1,47121.01
"exness","BTCUSDm","2021-09-01 00:01:53.281Z",47047.15,47118.93
"exness","BTCUSDm","2021-09-01 00:01:54.268Z",47048.7,47116.18
"exness","BTCUSDm","2021-09-01 00:01:55.270Z",47046.37,47115.44
"exness","BTCUSDm","2021-09-01 00:01:56.352Z",47048.91,47115.68
"exness","BTCUSDm","2021-09-01 00:01:57.185Z",47040.09,47111.75
"exness","BTCUSDm","2021-09-01 00:01:57.615Z",47026.26,47110.75
"exness","BTCUSDm","2021-09-01 00:01:58.661Z",47027.92,47109.15
"exness","BTCUSDm","2021-09-01 00:01:59.339Z",47032.15,47121.78
"exness","BTCUSDm","2021-09-01 00:02:00.081Z",47036.21,47137.94
"exness","BTCUSDm","2021-09-01 00:02:00.686Z",47047.28,47128.19
"exness","BTCUSDm","2021-09-01 00:02:01.297Z",47050.9,47132.75
"exness","BTCUSDm","2021-09-01 00:02:02.314Z",47055.45,47130.8
"exness","BTCUSDm","2021-09-01 00:02:03.867Z",47061.6,47132.62
"exness","BTCUSDm","2021-09-01 00:02:04.497Z",47058.16,47129.19
"exness","BTCUSDm","2021-09-01 00:02:05.507Z",47056.78,47126.44
"exness","BTCUSDm","2021-09-01 00:02:05.871Z",47047.05,47122.01
"exness","BTCUSDm","2021-09-01 00:02:06.182Z",47033.46,47119.62
"exness","BTCUSDm","2021-09-01 00:02:06.187Z",47010.94,47122.08
"exness","BTCUSDm","2021-09-01 00:02:06.907Z",47012.62,47102.68
"exness","BTCUSDm","2021-09-01 00:02:07.804Z",47024.36,47095.56
"exness","BTCUSDm","2021-09-01 00:02:08.277Z",47027.72,47106.54
"exness","BTCUSDm","2021-09-01 00:02:09.005Z",47036.21,47102.81
"exness","BTCUSDm","2021-09-01 00:02:09.566Z",47037.49,47107.85
"exness","BTCUSDm","2021-09-01 00:02:10.147Z",47036.65,47102.91
"exness","BTCUSDm","2021-09-01 00:02:10.500Z",47024.88,47101.54
"exness","BTCUSDm","2021-09-01 00:02:10.744Z",47010.01,47100.3
"exness","BTCUSDm","2021-09-01 00:02:11.581Z",47016.46,47093.06
"exness","BTCUSDm","2021-09-01 00:02:12.607Z",47019.79,47090.68
"exness","BTCUSDm","2021-09-01 00:02:13.371Z",47014.01,47088.78
"exness","BTCUSDm","2021-09-01 00:02:13.504Z",46994.63,47091.5
"exness","BTCUSDm","2021-09-01 00:02:14.764Z",47003.58,47075.9
"exness","BTCUSDm","2021-09-01 00:02:15.117Z",46988.67,47075.43
"exness","BTCUSDm","2021-09-01 00:02:15.843Z",46999.93,47076.91
"exness","BTCUSDm","2021-09-01 00:02:16.260Z",46991.61,47070.72
"exness","BTCUSDm","2021-09-01 00:02:16.382Z",46974.77,47070.27
"exness","BTCUSDm","2021-09-01 00:02:16.876Z",46980.26,47062.2
"exness","BTCUSDm","2021-09-01 00:02:17.931Z",46982.48,47055.35
"exness","BTCUSDm","2021-09-01 00:02:18.973Z",46984.38,47049.69
"exness","BTCUSDm","2021-09-01 00:02:19.620Z",46988.04,47058.6
"exness","BTCUSDm","2021-09-01 00:02:20.131Z",46972.34,47064.55
"exness","BTCUSDm","2021-09-01 00:02:20.455Z",46962.83,47055.53
"exness","BTCUSDm","2021-09-01 00:02:20.942Z",46978.5,47051.93
"exness","BTCUSDm","2021-09-01 00:02:21.533Z",46969.07,47047.47
"exness","BTCUSDm","2021-09-01 00:02:23.020Z",46963.65,47040.09
"exness","BTCUSDm","2021-09-01 00:02:24.028Z",46965.76,47034.65
"exness","BTCUSDm","2021-09-01 00:02:25.070Z",46965.14,47029.8
"exness","BTCUSDm","2021-09-01 00:02:25.475Z",46967.39,47040.53
"exness","BTCUSDm","2021-09-01 00:02:25.976Z",46963.02,47037.49
"exness","BTCUSDm","2021-09-01 00:02:26.589Z",46962.94,47036.29
"exness","BTCUSDm","2021-09-01 00:02:26.941Z",46967.81,47046.53
"exness","BTCUSDm","2021-09-01 00:02:27.554Z",46958.33,47040.49
"exness","BTCUSDm","2021-09-01 00:02:28.580Z",46965.15,47034.31
"exness","BTCUSDm","2021-09-01 00:02:29.111Z",46960.18,47032.62
"exness","BTCUSDm","2021-09-01 00:02:29.237Z",46948.21,47029.91
"exness","BTCUSDm","2021-09-01 00:02:30.079Z",46961.16,47029.79
"exness","BTCUSDm","2021-09-01 00:02:30.194Z",46946.68,47029.88
"exness","BTCUSDm","2021-09-01 00:02:30.438Z",46930.27,47028.08
"exness","BTCUSDm","2021-09-01 00:02:31.198Z",46936.39,47016.23
"exness","BTCUSDm","2021-09-01 00:02:32.033Z",46941.74,47018.01
"exness","BTCUSDm","2021-09-01 00:02:32.880Z",46950.22,47024.09
"exness","BTCUSDm","2021-09-01 00:02:33.617Z",46943.1,47018.49
"exness","BTCUSDm","2021-09-01 00:02:33.971Z",46946.33,47030.37
"exness","BTCUSDm","2021-09-01 00:02:34.159Z",46947.46,47047.46
"exness","BTCUSDm","2021-09-01 00:02:34.860Z",46965.09,47045.08
"exness","BTCUSDm","2021-09-01 00:02:35.476Z",46970.03,47054.98
"exness","BTCUSDm","2021-09-01 00:02:35.836Z",46981.36,47058.33
"exness","BTCUSDm","2021-09-01 00:02:36.379Z",46988.19,47057.09
"exness","BTCUSDm","2021-09-01 00:02:36.844Z",46978.23,47055.59
"exness","BTCUSDm","2021-09-01 00:02:37.266Z",46985.16,47063.39
"exness","BTCUSDm","2021-09-01 00:02:38.022Z",46977.74,47051
"exness","BTCUSDm","2021-09-01 00:02:39.037Z",46982.41,47051.23
"exness","BTCUSDm","2021-09-01 00:02:40.268Z",46979.35,47049.91
"exness","BTCUSDm","2021-09-01 00:02:41.274Z",46983.03,47045.33
"exness","BTCUSDm","2021-09-01 00:02:41.412Z",46980.54,47061.15
"exness","BTCUSDm","2021-09-01 00:02:42.067Z",46971.38,47055.98
"exness","BTCUSDm","2021-09-01 00:02:42.672Z",46979.79,47044.21
"exness","BTCUSDm","2021-09-01 00:02:43.268Z",46972.84,47039
"exness","BTCUSDm","2021-09-01 00:02:43.289Z",46955.86,47041.91
"exness","BTCUSDm","2021-09-01 00:02:44.350Z",46956.87,47027.49
"exness","BTCUSDm","2021-09-01 00:02:44.480Z",46938.69,47030.4
"exness","BTCUSDm","2021-09-01 00:02:45.503Z",46941.23,47022.33
"exness","BTCUSDm","2021-09-01 00:02:46.517Z",46944.8,47017.35
"exness","BTCUSDm","2021-09-01 00:02:47.521Z",46948.4,47012.54
"exness","BTCUSDm","2021-09-01 00:02:48.087Z",46943.2,47011.75
"exness","BTCUSDm","2021-09-01 00:02:49.639Z",46951.1,47013.95
"exness","BTCUSDm","2021-09-01 00:02:50.455Z",46947.45,47011.75
"exness","BTCUSDm","2021-09-01 00:02:51.472Z",46951.15,47010.72
"exness","BTCUSDm","2021-09-01 00:02:52.019Z",46939.4,47010.97
"exness","BTCUSDm","2021-09-01 00:02:52.264Z",46923.72,47011.69
"exness","BTCUSDm","2021-09-01 00:02:53.539Z",46931.58,46996.06
"exness","BTCUSDm","2021-09-01 00:02:53.746Z",46934.31,47004.84
"exness","BTCUSDm","2021-09-01 00:02:53.819Z",46936.72,47017.2
"exness","BTCUSDm","2021-09-01 00:02:54.548Z",46937.56,47017.53
"exness","BTCUSDm","2021-09-01 00:02:55.422Z",46930.93,47010.27
"exness","BTCUSDm","2021-09-01 00:02:56.472Z",46932.09,47002.87
"exness","BTCUSDm","2021-09-01 00:02:57.489Z",46930.25,47001.04
"exness","BTCUSDm","2021-09-01 00:02:58.150Z",46935.23,47002
"exness","BTCUSDm","2021-09-01 00:02:58.753Z",46927.71,46997.12
"exness","BTCUSDm","2021-09-01 00:02:59.770Z",46929.9,46996.3
"exness","BTCUSDm","2021-09-01 00:03:00.370Z",46933.26,46999.07
"exness","BTCUSDm","2021-09-01 00:03:00.963Z",46935.46,47003.13
"exness","BTCUSDm","2021-09-01 00:03:01.641Z",46929.31,46997.92
"exness","BTCUSDm","2021-09-01 00:03:02.117Z",46912.79,46998.78
"exness","BTCUSDm","2021-09-01 00:03:02.457Z",46924.29,46998.73
"exness","BTCUSDm","2021-09-01 00:03:03.078Z",46929.37,47008.9
"exness","BTCUSDm","2021-09-01 00:03:03.737Z",46922.03,47007.82
"exness","BTCUSDm","2021-09-01 00:03:03.741Z",46903.7,47007.22
"exness","BTCUSDm","2021-09-01 00:03:04.992Z",46905.44,46988.29
"exness","BTCUSDm","2021-09-01 00:03:06.004Z",46912.3,46986.75
"exness","BTCUSDm","2021-09-01 00:03:06.561Z",46919.31,46985.09
"exness","BTCUSDm","2021-09-01 00:03:07.212Z",46915.07,46983.11
"exness","BTCUSDm","2021-09-01 00:03:08.105Z",46918.87,46985.42
"exness","BTCUSDm","2021-09-01 00:03:08.586Z",46916.37,46992.92
"exness","BTCUSDm","2021-09-01 00:03:09.171Z",46914.25,46993.62
"exness","BTCUSDm","2021-09-01 00:03:10.034Z",46917.83,46996.73
"exness","BTCUSDm","2021-09-01 00:03:11.043Z",46922.47,46996.13
"exness","BTCUSDm","2021-09-01 00:03:12.569Z",46922.98,46994.32
"exness","BTCUSDm","2021-09-01 00:03:13.633Z",46923.41,46993.08
"exness","BTCUSDm","2021-09-01 00:03:13.923Z",46909.9,46998.79
"exness","BTCUSDm","2021-09-01 00:03:15.364Z",46911.03,46986.73
"exness","BTCUSDm","2021-09-01 00:03:16.349Z",46903.91,46987.55
"exness","BTCUSDm","2021-09-01 00:03:16.453Z",46890.68,46985.3
"exness","BTCUSDm","2021-09-01 00:03:16.942Z",46876.57,46980.66
"exness","BTCUSDm","2021-09-01 00:03:18.388Z",46887.79,46970.4
"exness","BTCUSDm","2021-09-01 00:03:18.466Z",46890.86,46962.99
"exness","BTCUSDm","2021-09-01 00:03:19.221Z",46895.07,46963.55
"exness","BTCUSDm","2021-09-01 00:03:19.684Z",46895.91,46974
"exness","BTCUSDm","2021-09-01 00:03:20.735Z",46894.17,46970.96
"exness","BTCUSDm","2021-09-01 00:03:21.305Z",46890.48,46968.29
"exness","BTCUSDm","2021-09-01 00:03:21.577Z",46879.73,46964.96
"exness","BTCUSDm","2021-09-01 00:03:21.638Z",46860.23,46967.57
"exness","BTCUSDm","2021-09-01 00:03:22.149Z",46848.3,46958.56
"exness","BTCUSDm","2021-09-01 00:03:22.272Z",46828.48,46955.38
"exness","BTCUSDm","2021-09-01 00:03:22.642Z",46851.69,46946.19
"exness","BTCUSDm","2021-09-01 00:03:23.423Z",46847.02,46942.17
"exness","BTCUSDm","2021-09-01 00:03:24.009Z",46843.9,46937.05
"exness","BTCUSDm","2021-09-01 00:03:24.737Z",46852.42,46940.61
"exness","BTCUSDm","2021-09-01 00:03:24.788Z",46851.18,46959.69
"exness","BTCUSDm","2021-09-01 00:03:25.278Z",46865.6,46961.85
"exness","BTCUSDm","2021-09-01 00:03:26.241Z",46877.7,46957.17
"exness","BTCUSDm","2021-09-01 00:03:26.794Z",46881.34,46967.9
"exness","BTCUSDm","2021-09-01 00:03:27.103Z",46869.93,46963.38
"exness","BTCUSDm","2021-09-01 00:03:27.740Z",46877.3,46951.89
"exness","BTCUSDm","2021-09-01 00:03:29.149Z",46882.51,46956.13
"exness","BTCUSDm","2021-09-01 00:03:29.699Z",46877.36,46954.81
"exness","BTCUSDm","2021-09-01 00:03:29.942Z",46869.55,46949.87
"exness","BTCUSDm","2021-09-01 00:03:30.308Z",46859.28,46946.27
"exness","BTCUSDm","2021-09-01 00:03:31.673Z",46860.79,46936.17
"exness","BTCUSDm","2021-09-01 00:03:32.413Z",46856.34,46940.24
"exness","BTCUSDm","2021-09-01 00:03:33.468Z",46857.95,46936.05
"exness","BTCUSDm","2021-09-01 00:03:34.218Z",46847.61,46932.48
"exness","BTCUSDm","2021-09-01 00:03:34.578Z",46832.97,46931.13
"exness","BTCUSDm","2021-09-01 00:03:35.633Z",46835.27,46923.23
"exness","BTCUSDm","2021-09-01 00:03:36.655Z",46834.27,46918.34
"exness","BTCUSDm","2021-09-01 00:03:37.373Z",46841.02,46916.76
"exness","BTCUSDm","2021-09-01 00:03:37.866Z",46844.08,46926.71
"exness","BTCUSDm","2021-09-01 00:03:37.980Z",46843.29,46942.9
"exness","BTCUSDm","2021-09-01 00:03:39.224Z",46857.12,46940.49
"exness","BTCUSDm","2021-09-01 00:03:39.849Z",46864.07,46946.58
"exness","BTCUSDm","2021-09-01 00:03:40.072Z",46867.22,46957.7
"exness","BTCUSDm","2021-09-01 00:03:40.787Z",46878.1,46960.12
"exness","BTCUSDm","2021-09-01 00:03:41.569Z",46875.15,46956.22
"exness","BTCUSDm","2021-09-01 00:03:42.050Z",46863.2,46953.25
"exness","BTCUSDm","2021-09-01 00:03:42.894Z",46864.73,46945.91
"exness","BTCUSDm","2021-09-01 00:03:42.900Z",46851.88,46943.8
"exness","BTCUSDm","2021-09-01 00:03:43.437Z",46849.79,46938.37
"exness","BTCUSDm","2021-09-01 00:03:43.559Z",46833.4,46937.55
"exness","BTCUSDm","2021-09-01 00:03:44.389Z",46846.44,46928.91
"exness","BTCUSDm","2021-09-01 00:03:44.993Z",46834.92,46925.9
"exness","BTCUSDm","2021-09-01 00:03:45.598Z",46834.28,46919.78
"exness","BTCUSDm","2021-09-01 00:03:46.615Z",46836.49,46917.55
"exness","BTCUSDm","2021-09-01 00:03:47.204Z",46839.9,46921.17
"exness","BTCUSDm","2021-09-01 00:03:48.471Z",46848.84,46922.84
"exness","BTCUSDm","2021-09-01 00:03:49.473Z",46846.48,46920.15
"exness","BTCUSDm","2021-09-01 00:03:50.503Z",46844.38,46918.19
"exness","BTCUSDm","2021-09-01 00:03:50.866Z",46831.19,46918.53
"exness","BTCUSDm","2021-09-01 00:03:51.826Z",46835.57,46910.78
"exness","BTCUSDm","2021-09-01 00:03:52.548Z",46839.18,46912.94
"exness","BTCUSDm","2021-09-01 00:03:53.569Z",46840.12,46910.07
"exness","BTCUSDm","2021-09-01 00:03:54.564Z",46841.83,46909.09
"exness","BTCUSDm","2021-09-01 00:03:54.786Z",46840.36,46921.82
"exness","BTCUSDm","2021-09-01 00:03:55.137Z",46844.53,46932.28
"exness","BTCUSDm","2021-09-01 00:03:55.617Z",46853.07,46937.9
"exness","BTCUSDm","2021-09-01 00:03:56.621Z",46860.68,46933.23
"exness","BTCUSDm","2021-09-01 00:03:57.672Z",46858.24,46931.03
"exness","BTCUSDm","2021-09-01 00:03:58.655Z",46855.39,46928.09
"exness","BTCUSDm","2021-09-01 00:03:59.590Z",46853.76,46935.64
"exness","BTCUSDm","2021-09-01 00:03:59.787Z",46852.91,46952.04
"exness","BTCUSDm","2021-09-01 00:04:00.066Z",46859.96,46964.31
"exness","BTCUSDm","2021-09-01 00:04:00.657Z",46868.63,46962.96
"exness","BTCUSDm","2021-09-01 00:04:01.512Z",46881.41,46972.29
"exness","BTCUSDm","2021-09-01 00:04:02.514Z",46895.15,46970.46
"exness","BTCUSDm","2021-09-01 00:04:03.522Z",46898.67,46968.02
"exness","BTCUSDm","2021-09-01 00:04:04.206Z",46887.03,46968.14
"exness","BTCUSDm","2021-09-01 00:04:05.074Z",46890.71,46971.22
"exness","BTCUSDm","2021-09-01 00:04:05.295Z",46895.5,46979.06
"exness","BTCUSDm","2021-09-01 00:04:06.342Z",46904.01,46981.56
"exness","BTCUSDm","2021-09-01 00:04:06.968Z",46905.01,46986.99
"exness","BTCUSDm","2021-09-01 00:04:08.042Z",46910.43,46983.37
"exness","BTCUSDm","2021-09-01 00:04:09.274Z",46912.64,46977.41
"exness","BTCUSDm","2021-09-01 00:04:10.475Z",46913.96,46979.51
"exness","BTCUSDm","2021-09-01 00:04:10.931Z",46911.5,46986.98
"exness","BTCUSDm","2021-09-01 00:04:11.876Z",46911.24,46982.25
"exness","BTCUSDm","2021-09-01 00:04:12.956Z",46911.69,46980.4
"exness","BTCUSDm","2021-09-01 00:04:13.583Z",46909.57,46988.5
"exness","BTCUSDm","2021-09-01 00:04:13.588Z",46906.73,47006.65
"exness","BTCUSDm","2021-09-01 00:04:13.688Z",46908.54,47025
"exness","BTCUSDm","2021-09-01 00:04:13.812Z",46915.26,47042.05
"exness","BTCUSDm","2021-09-01 00:04:14.220Z",46936.6,47028.22
"exness","BTCUSDm","2021-09-01 00:04:14.820Z",46940.98,47025.36
"exness","BTCUSDm","2021-09-01 00:04:15.053Z",46943.11,47038.9
"exness","BTCUSDm","2021-09-01 00:04:15.903Z",46948.28,47028.67
"exness","BTCUSDm","2021-09-01 00:04:16.921Z",46946.7,47024.54
"exness","BTCUSDm","2021-09-01 00:04:17.634Z",46939.57,47032.4
"exness","BTCUSDm","2021-09-01 00:04:18.539Z",46932.37,47038.56
"exness","BTCUSDm","2021-09-01 00:04:19.040Z",46942.14,47035.78
"exness","BTCUSDm","2021-09-01 00:04:20.067Z",46947.41,47026.15
"exness","BTCUSDm","2021-09-01 00:04:20.635Z",46938.33,47028.38
"exness","BTCUSDm","2021-09-01 00:04:21.924Z",46943.23,47022.09
"exness","BTCUSDm","2021-09-01 00:04:22.432Z",46946.16,47025.92
"exness","BTCUSDm","2021-09-01 00:04:22.670Z",46950.01,47035.73
"exness","BTCUSDm","2021-09-01 00:04:23.929Z",46951.94,47035.3
"exness","BTCUSDm","2021-09-01 00:04:24.966Z",46956.74,47031.41
"exness","BTCUSDm","2021-09-01 00:04:26.023Z",46958.89,47027.39
"exness","BTCUSDm","2021-09-01 00:04:26.886Z",46955.87,47025.11
